,pl_name,hostname,hostname_omit_binary_signature,sy_pnum,sy_vmag,circularization_timescale,circularization_timescaleerr1,circularization_timescaleerr2,st_age,st_ageerr1,st_ageerr2,tau_age_diff,tau_age_differr1,tau_age_differr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_met,st_meterr1,st_meterr2,pl_mass_combinej,pl_mass_combinejerr1,pl_mass_combinejerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_dens,pl_denserr1,pl_denserr2,lambda,lambdaerr1,lambdaerr2,mass_ratio,mass_ratioerr1,mass_ratioerr2
170,HAT-P-64 b,HAT-P-64,HAT-P-64,1.0,12.855,0.031298248182112964,0.031457424495433525,0.01721806149724822,2.88,0.13,0.13,0.010916314107790195,0.0110596389654455,0.0059043296293788,0.101,,,1.0,1.298,0.021,0.021,6457.0,29.0,29.0,1.735,0.041,0.028,-0.113,0.027,0.056,0.58,0.18,0.13,0.58,0.18,0.13,1.7029202453373,0.07,0.07,4.007232,1.7e-06,1.7e-06,0.05387,0.0003,0.0003,6.67,0.12,0.12,0.1174313489404631,0.046,0.035,,,,0.0004266404476281744,0.00013258545295896044,9.587510201779257e-05
171,WASP-124 b,WASP-124,WASP-124,1.0,12.724,0.06672221955590509,0.05569099059826514,0.033592917936512465,2.1,1.4,1.4,0.032175003961676996,0.0586464856407481,0.0188195981164009,0.017,,,1.0,1.07,0.05,0.05,6050.0,100.0,100.0,1.02,0.02,0.02,-0.02,0.11,0.11,0.6,0.07,0.07,0.6,0.07,0.07,1.2399440636,0.03,0.03,3.37265,1e-06,1e-06,0.0449,0.0007,0.0007,9.434,1.93,1.369,0.3146923567520392,0.05,0.05,,,,0.0005353973261566583,6.728712891332084e-05,6.728712891332084e-05
172,HAT-P-4 b,HAT-P-4,HAT-P-4,1.0,11.118,0.04536465186117549,0.04627735396467262,0.023626754204458762,4.2,2.6,0.6,0.011640181036648524,0.0186059860615566,0.0067113308462222,0.0073,,,1.0,1.27,0.12,0.07,6036.0,46.0,46.0,1.596,0.06,0.075,,,,0.651,0.033,0.037,0.651,0.033,0.037,1.2739188,0.049,0.06,3.056536,,,0.04438,0.00081,0.0015,6.0,0.47,0.19,0.3148275317908779,0.065,0.049,4.9,11.9,11.9,0.0004894248234658052,5.247953402379142e-05,3.874902085899636e-05
173,TOI-1273 b,TOI-1273,TOI-1273,1.0,10.98,0.2799442474194652,0.9206615547116618,0.19213967526164122,3.1,1.6,1.6,0.10279783181884894,0.4038112846062407,0.0747577487491833,0.055,0.032,0.032,0.0,1.06,0.06,0.06,5690.0,40.0,40.0,1.06,0.02,0.02,0.07,0.04,0.04,0.222,0.015,0.015,0.222,0.015,0.015,0.9899536362969,0.22,0.22,4.631296,3e-06,3e-06,0.0549,0.001,0.001,,,,0.2287954537724969,0.11,0.11,,,,0.0001999658504013406,1.7625788369493495e-05,1.7625788369493495e-05
174,WASP-37 b,WASP-37,WASP-37,1.0,12.815,0.31615194470687524,0.34339265327495994,0.17039390598146065,11.0,3.0,4.0,0.030239671035089885,0.0441435370370148,0.016945143426614,0.052,,,1.0,0.925,0.12,0.12,5800.0,150.0,150.0,1.003,0.053,0.053,-0.4,0.12,0.12,1.72,0.17,0.17,1.72,0.17,0.17,1.15990842,0.07,0.06,3.577469,1.1e-05,1.1e-05,0.0446,0.0019,0.0019,,,,1.1019311984911233,0.16,0.2,,,,0.001775396827132818,0.0002895508217632958,0.0002895508217632958
175,Kepler-419 b,Kepler-419,Kepler-419,2.0,13.089,588328.7604897495,1050967.8756228862,360528.02954835276,2.8,1.3,1.3,232650.8517716588,503679.5891201714,147376.65864098462,0.8,0.087,0.097,0.0,1.39,0.08,0.07,6430.0,79.0,79.0,1.74,0.07,0.07,0.176,0.07,0.07,2.58,0.78,0.75,2.58,0.78,0.75,0.963468,0.12,0.12,69.7546,0.0007,0.0009,0.37,0.007,0.006,,,,2.916124131944445,,,,,,0.0017722036673717882,0.0005454047558496577,0.0005228488558357924
176,TOI-1937 A b,TOI-1937 A,TOI-1937,1.0,13.18,0.0009098772076726189,0.0008529670746119878,0.0004608214650073773,3.6,3.1,2.3,0.00023725842213506867,0.0004846693675758,0.0001425701571932,0.034,,,1.0,1.07,0.06,0.06,5814.0,91.0,93.0,1.08,0.025,0.024,0.196,0.084,0.084,2.01,0.17,0.16,2.01,0.17,0.16,1.2469416005452998,0.059,0.062,0.94667944,4.7e-07,4.7e-07,0.01932,0.00035,0.00039,3.85,0.09,0.1,1.0365653731666309,0.21,0.17,4.0,4.0,4.0,0.0017935810426248052,0.0001820079850459197,0.00017464042744822427
177,KELT-18 b,KELT-18,KELT-18,1.0,10.16,0.02579982678771327,0.022777757824386482,0.012615250819889075,1.9,0.2,0.2,0.013645856395333987,0.0124796232318461,0.0069183758953264,0.058,0.071,0.042,0.0,1.524,0.069,0.068,6670.0,120.0,120.0,1.908,0.042,0.035,0.09,0.13,0.13,1.18,0.11,0.11,1.18,0.11,0.11,1.5699291773,0.042,0.036,2.8717518,2.8e-06,2.8e-06,0.0455,0.00067,0.00069,5.138,0.038,0.078,0.3049179912726268,0.04,0.04,,,,0.0007392745669350359,7.661364071354532e-05,7.640296056650274e-05
178,HD 209458 b,HD 209458,HD 209458,1.0,7.65,0.06563770569131289,0.05611573999761789,0.03140512777657782,4.0,1.2,1.2,0.017014879738997596,0.0173400979592216,0.008589781631265,0.0081,,,1.0,1.15,0.04,0.04,6117.0,50.0,50.0,1.19,0.02,0.02,0.01,,,0.682,0.014,0.015,0.682,0.014,0.015,1.3899372971,0.02,0.02,3.52474859,3.8e-07,3.8e-07,0.04877605749114,0.0011644367484079,0.0011644367484079,8.78,0.15,0.15,0.2539451798635622,,,0.6,0.4,0.4,0.0005662331083906666,2.286924940103962e-05,2.330220781712597e-05
179,KELT-3 b,KELT-3,KELT-3,1.0,9.816,0.05609588449641658,0.07065224398547862,0.031928319073691966,3.0,0.2,0.2,0.018657878375306955,0.0243890300806479,0.0107021383333377,0.035,,,1.0,1.28,0.06,0.06,6306.0,50.0,50.0,1.7,0.12,0.12,0.05,,,1.478,0.063,0.062,1.478,0.063,0.062,1.5599296284,0.11,0.11,2.70339,1e-05,1e-05,0.0474552205199999,0.0031721163934111,0.003182934526323,5.64,0.05,0.06,0.3893145535157369,,,5.0,4.0,4.0,0.0011024862700829542,6.98507552690129e-05,6.935110920346193e-05
180,Kepler-422 b,Kepler-422,Kepler-422,1.0,13.524,3.2787643582664945,8.305331311179453,2.463757564645608,3.4,0.9,1.1,1.0098709002475474,2.772116406893068,0.7324878117992979,0.55,,,1.0,1.15,0.06,0.06,5972.0,84.0,84.0,1.24,0.12,0.12,0.23,0.09,0.09,0.49,0.23,0.12,0.49,0.23,0.12,1.1499169,0.11,0.11,7.8914483,5e-07,5.1e-07,0.082,0.011,0.01,,,,0.3221829538916742,0.11,0.11,,,,0.0004068243740636754,0.00019213440526672177,0.00010186635988054067
181,WASP-172 b,WASP-172,WASP-172,1.0,10.988,0.15874658872453504,0.17583610786850215,0.08268196720640002,1.79,0.28,0.28,0.09085035280555356,0.0999933537270141,0.0503031747202541,0.28,,,1.0,1.49,0.07,0.07,6900.0,150.0,150.0,1.91,0.1,0.1,-0.1,0.08,0.08,0.47,0.1,0.1,0.47,0.1,0.1,1.5699291773,0.1,0.1,5.477433,7e-06,7e-06,0.0694,0.0011,0.0011,7.58,0.17,0.17,0.1214503863543513,0.05,0.05,115.0,6.0,6.0,0.0003011759679241426,6.562351385940904e-05,6.562351385940904e-05
182,WASP-131 b,WASP-131,WASP-131,1.0,10.068,0.23452578020104578,0.19937694440411588,0.1163220881477413,7.0,1.0,1.0,0.033237437571866826,0.0314855359380593,0.0171680713313486,0.0,,,0.0,1.06,0.06,0.06,5990.0,50.0,50.0,1.561,0.043,0.043,-0.2,0.07,0.07,0.273,0.019,0.019,0.273,0.019,0.019,1.2259425844314,0.037,0.037,5.3220125,1e-06,1e-06,0.0608,0.0013,0.0013,8.37,0.15,0.15,0.148146445720182,0.017241,0.017241,162.4,1.3,1.2,0.00024590395116921615,2.2059844976305898e-05,2.2059844976305898e-05
183,Kepler-425 b,Kepler-425,Kepler-425,1.0,14.845,0.12174925706220366,0.11756660672949046,0.06141234692055845,5.0,4.0,4.0,0.023892138818474552,0.0465761910152434,0.0143286155599394,0.2,,,1.0,0.93,0.05,0.05,5170.0,70.0,70.0,0.86,0.02,0.02,0.24,0.11,0.11,0.226,0.046,0.046,0.226,0.046,0.046,0.97792002,0.022,0.022,3.79701816,1.9e-07,1.9e-07,0.0464,0.0008,0.0008,11.6,0.08,0.08,0.2415971878053131,0.07,0.07,,,,0.00023202469786953966,4.8846002912237955e-05,4.8846002912237955e-05
184,CoRoT-12 b,CoRoT-12,CoRoT-12,1.0,15.588,0.022673928943387225,0.027953490562923698,0.012254305445261758,6.3,3.1,3.1,0.0038814879882454537,0.0064567244995375,0.0024055733116177,0.05,,,1.0,1.078,0.077,0.072,5675.0,80.0,80.0,1.116,0.096,0.092,0.16,0.1,0.1,0.915,0.071,0.069,0.915,0.071,0.069,1.4398494,0.13,0.13,2.828042,1.3e-05,1.3e-05,0.04016,0.00093,0.00092,,,,0.3064316486625514,0.129,0.094,,,,0.0008104216947644967,8.54721081592143e-05,8.163804799926389e-05
185,TOI-5232 b,TOI-5232,TOI-5232,1.0,12.246,1.1201607602131691,1.0185150492313682,0.5612942997414485,2.37,0.77,0.56,0.4850800516858913,0.5737953695886662,0.259614460320361,0.035,0.034,0.024,0.0,1.389,0.068,0.075,6500.0,180.0,190.0,1.785,0.067,0.057,-0.104,0.11,0.086,2.34,0.16,0.16,2.34,0.16,0.16,1.13994661198,0.051,0.045,4.0966692,6.7e-06,6.7e-06,0.05593,0.0009,0.001,6.74,0.24,0.28,1.5794333479127185,0.28,0.27,,,,0.0016085047099004574,0.0001352673548231168,0.00014014147684008265
186,TOI-5688 A b,TOI-5688 A,TOI-5688,1.0,15.78,0.0724544002630211,0.08168706027908439,0.03914255051164496,7.2,2.8,4.0,0.010701526251222188,0.0187275680875372,0.0065447884497585,0.128,0.078,0.077,0.0,0.6,0.02,0.02,3713.0,59.0,59.0,0.57,0.02,0.02,0.47,0.16,0.16,0.39,0.074,0.077,0.39,0.074,0.077,0.918863,0.053,0.062,2.94815527,4.52e-06,4.48e-06,0.03379,0.00046,0.00045,12.5,0.5,0.45,0.5008424426728034,0.2,0.15,,,,0.0006206147339032599,0.00011956097500016964,0.00012426567547297484
187,HAT-P-59 b,HAT-P-59,HAT-P-59,1.0,11.64,0.6734679018178955,0.5427404478505429,0.3170598758691587,7.3,1.0,1.0,0.09330038781036255,0.0796285408658107,0.0444444711702398,0.03,,,1.0,1.008,0.022,0.022,5678.0,16.0,16.0,1.1038,0.0073,0.0073,0.217,0.049,0.049,1.54,0.067,0.067,1.54,0.067,0.067,1.1229474082892998,0.013,0.013,4.1419771,1.2e-06,1.2e-06,0.05064,0.00037,0.00037,9.87,0.12,0.12,1.0873802784692914,0.081,0.081,,,,0.0014587098446444142,7.100131262333573e-05,7.100131262333573e-05
188,WASP-57 b,WASP-57,WASP-57,1.0,12.913,0.06998091891825495,0.06852197390369183,0.03708481914638345,7.0,7.0,7.0,0.009130097369815134,0.0199177604994442,0.0058036528153408,0.059,,,1.0,0.886,0.067,0.067,5600.0,100.0,100.0,0.927,0.033,0.033,-0.25,0.1,0.1,0.643,0.056,0.054,0.643,0.056,0.054,1.0499526345,0.053,0.053,2.83891856,8.1e-07,8.1e-07,0.03769,0.00097,0.00097,8.7489,0.2278,0.2165,0.5554475758557391,0.096,0.096,,,,0.0006929245943736692,7.992240056736733e-05,7.830773160710286e-05
189,WASP-113 b,WASP-113,WASP-113,1.0,11.761,0.11344061823490588,0.14836484204035477,0.0614007681073451,6.2,1.6,3.8,0.019550138865843357,0.0390910108451183,0.0129152946866581,0.16,0.12,0.1,0.0,1.318,0.069,0.069,5890.0,140.0,140.0,1.608,0.09,0.12,0.1,0.09,0.09,0.475,0.054,0.052,0.475,0.054,0.052,1.40893644001,0.096,0.14,4.54216874538,4.2e-06,4.2e-06,0.05885,0.0001,0.0001,,,,0.1698089710100119,0.073,0.045,,,,0.00034410178429327467,4.3067519665905827e-05,4.175590369918599e-05
190,HAT-P-65 b,HAT-P-65,HAT-P-65,1.0,13.121,0.006177134162479706,0.0053999346773138356,0.0030220808355447973,3.9,0.8,0.8,0.0016247179245343882,0.0016174395632047,0.0008379199449906,0.304,,,1.0,1.297,0.056,0.053,5872.0,40.0,40.0,1.666,0.024,0.024,0.208,0.05,0.055,0.554,0.092,0.091,0.554,0.092,0.091,1.6109245542511,0.024,0.024,2.60544751,5e-07,4.9e-07,0.04042,0.00057,0.00055,5.18,0.07,0.07,0.1325022165761258,0.027,0.027,,,,0.00040782938447589824,6.997785825604262e-05,6.903185737695204e-05
191,WASP-46 b,WASP-46,WASP-46,1.0,13.043,0.005818336648064396,0.005425039107055886,0.0028850015208851903,9.6,3.7,5.5,0.0006400154562805889,0.0010557283278688,0.0003537412184447,0.022,,,1.0,0.828,0.076,0.076,5600.0,150.0,150.0,0.858,0.027,0.027,-0.3,,,1.9,0.11,0.11,1.9,0.11,0.11,1.17394704086,0.037,0.037,1.43036763,9.3e-07,9.3e-07,0.02335,0.00072,0.00072,5.851,0.038,0.037,1.1742195591724662,0.069,0.069,,,,0.002190947592746551,0.0002377630886626727,0.0002377630886626727
192,TOI-2529 b,TOI-2529,TOI-2529,1.0,11.529,248378.74435163615,273924.9021979218,139146.6311393606,7.23,0.41,0.55,34491.58927635262,38498.784728963816,19139.74246872897,0.021,0.024,0.015,0.0,1.11,0.01,0.02,5802.0,60.0,52.0,1.7,0.02,0.03,0.1,0.03,0.03,2.34,0.197,0.195,2.34,0.197,0.195,1.0299517632052,0.05,0.05,64.5949,0.0003,0.0003,0.327,0.02,0.02,,,,2.1414314828863934,,,,,,0.0020128045423889506,0.00017042152712803821,0.00017160965923822112
193,TOI-3757 b,TOI-3757,TOI-3757,1.0,14.812,0.048764288087377386,0.04489465309149296,0.024468524323797633,7.1,4.5,4.5,0.007144961797116947,0.0121152663498163,0.0038892219817326,0.14,0.06,0.06,0.0,0.64,0.02,0.02,3913.0,56.0,56.0,0.62,0.01,0.01,0.0,0.2,0.2,0.26838381,0.0276879,0.02737326,0.26838381,0.0276879,0.02737326,1.07052,0.03568567,0.04460709,3.438753,4e-06,4e-06,0.03845,0.00043,0.00043,13.26,0.26,0.25,0.2187313008604671,0.05,0.04,,,,0.00040039169910358903,4.3160004917128215e-05,4.271098009666329e-05
194,HATS-52 b,HATS-52,HATS-52,1.0,13.844,0.0030696777671439125,0.0030018814062279953,0.001603691045243433,1.2,1.5,1.1,0.0020775200273059143,0.0050123416992523,0.001281211818459,0.246,,,1.0,1.111,0.054,0.054,6010.0,150.0,150.0,1.046,0.058,0.058,,,,2.24,0.15,0.15,2.24,0.15,0.15,1.38193765798,0.086,0.086,1.36665436,9.4e-07,9.4e-07,0.02498,0.0004,0.0004,5.14,0.22,0.22,0.8486407643663723,0.19,0.19,,,,0.001925052972295648,0.00015928749615630415,0.00015928749615630415
195,TrES-1 b,TrES-1,TrES-1,1.0,11.424,0.09690095831239864,0.11510774374825261,0.05591633377495473,3.7,3.4,2.8,0.025388896350018432,0.0575328351622435,0.0152358134193177,0.012,,,1.0,0.89,0.05,0.05,5226.0,50.0,50.0,0.85,0.05,0.05,0.02,,,0.697,0.028,0.027,0.697,0.028,0.027,1.1299490257,0.06,0.06,3.03007,8e-06,8e-06,0.0414442259207999,0.002741459748472,0.002741459748472,10.37,0.33,0.33,0.4830559631075538,,,30.0,21.0,21.0,0.0007477415203639967,5.16427458069938e-05,5.102620617652094e-05
196,HATS-6 b,HATS-6,HATS-6,1.0,15.044,0.06658906384105853,0.057056607051194405,0.03417781441752507,8.1,4.3,4.3,0.00828463720792721,0.0124825481889784,0.0044892445521343,0.053,0.06,0.06,0.0,0.574,0.02,0.027,3724.0,18.0,18.0,0.57,0.011,0.011,0.2,0.091,0.091,0.319,0.07,0.07,0.319,0.07,0.07,0.99795498022,0.019,0.019,3.3252725,2.1e-06,2.1e-06,0.03623,0.00042,0.00057,13.65,0.15,0.15,0.3209216815967749,0.089,0.089,,,,0.0005306247657870274,0.00011789676481083542,0.00011908317688167392
197,HATS-56 b,HATS-56,HATS-56,1.0,11.477,0.05554517592342967,0.04849507089386268,0.02674443887203102,1.894,0.077,0.077,0.029500000919048617,0.0249116536733509,0.0140192600644211,0.019,,,1.0,1.573,0.017,0.017,6536.0,31.0,31.0,2.201,0.036,0.036,0.19,0.024,0.024,0.602,0.035,0.035,0.602,0.035,0.035,1.68792385432,0.039,0.055,4.324799,2.7e-05,2.7e-05,0.06043,0.00022,0.00022,5.902,0.085,0.085,0.1251639223238919,0.017,0.013,,,,0.0003654066896276223,2.1608499566258004e-05,2.1608499566258004e-05
198,WASP-5 b,WASP-5,WASP-5,1.0,12.147,0.0125194383658319,0.013385582921246808,0.0067668767532444475,5.6,2.2,2.2,0.0023262175655501837,0.0035353235540345,0.0013817893003395,0.012,,,1.0,1.03,0.05,0.05,5770.0,65.0,65.0,1.029,0.056,0.069,0.09,0.09,0.09,1.59,0.053,0.052,1.59,0.053,0.052,1.08693464,0.068,0.071,1.6284279,2.2e-06,4.9e-06,0.0267,0.0012,0.0008,5.42,0.22,0.22,1.2379653582147014,0.35,0.21,12.1,8.0,10.0,0.0014739020566186456,8.679269569732901e-05,8.62713504159731e-05
199,WASP-78 b,WASP-78,WASP-78,1.0,11.965,0.0033421781307469947,0.020614089048236046,0.002934308478034775,2.8,1.6,0.3,0.0012766634564785476,0.0100812842227224,0.0012379396582658,0.092,,,1.0,1.39,0.09,0.08,6100.0,150.0,150.0,2.46,0.58,0.58,-0.35,,,0.817,0.075,0.069,0.817,0.075,0.069,1.9299129377,0.45,0.45,2.17518,5e-06,5e-06,0.04051559238984,0.0092456971991083,0.0092237307791281,3.36,0.16,0.15,0.1136449467572729,,,6.4,5.9,5.9,0.0005611978280010663,6.304286373034873e-05,5.735529594261919e-05
200,WASP-59 b,WASP-59,WASP-59,1.0,12.659,31.707967414831543,36.250024760536945,17.423501839770815,0.5,0.7,0.4,48.882465194386015,125.74759090950812,35.077308058970324,0.12,,,1.0,0.72,0.04,0.04,4650.0,150.0,150.0,0.613,0.044,0.044,-0.15,0.11,0.11,0.857,0.046,0.047,0.857,0.046,0.047,0.7749672699999999,0.068,0.068,7.919585,1e-05,1e-05,0.0697,0.0011,0.0011,25.4,1.1,1.0,1.84109294753449,0.7,0.7,16.0,18.0,16.0,0.0011364675789638755,8.779159557467022e-05,8.871814104928511e-05
201,WASP-18 b,WASP-18,WASP-18,2.0,9.28,0.004870815046958301,0.004975726728839771,0.002482770705196115,1.0,0.5,0.5,0.005282481762753422,0.0077529088137724,0.0030605262107804,0.00757,0.001,0.001,0.0,1.29,0.06,0.06,6400.0,70.0,70.0,1.319,0.061,0.062,0.107,0.08,0.08,10.2,0.7,0.72,10.2,0.7,0.72,1.2399419288047,0.079,0.079,0.94145223,2.4e-07,2.4e-07,0.02024,0.00029,0.00031,3.52,0.09,0.09,5.349770064784667,1.2,1.1,13.0,7.0,7.0,0.007549517335495825,0.0006258845178065518,0.0006381923870360058
202,CoRoT-18 b,CoRoT-18,CoRoT-18,1.0,14.868,0.024973218133876138,0.04590268386205114,0.01574589013529259,10.69,3.82,3.82,0.00258161184049957,0.0055398563258282,0.0017002599630114,0.025,,,1.0,0.88,0.07,0.07,5440.0,100.0,100.0,1.0,0.13,0.13,-0.1,0.1,0.1,3.46,0.38,0.38,3.46,0.38,0.38,1.3096028,0.18,0.18,1.9000693,2.8e-06,2.8e-06,0.0295,0.0016,0.0016,7.01,0.28,0.31,1.539083604711731,0.8,0.8,10.0,20.0,20.0,0.0037540681456386,0.0005090793124972222,0.0005090793124972222
203,WASP-161 b,WASP-161,WASP-161,1.0,11.079,3.977071471299091,4.088863237726493,2.177816221761838,13.8,,,,,,0.43,,,1.0,1.39,0.14,0.14,6400.0,100.0,100.0,1.712,0.083,0.072,0.16,0.09,0.09,2.49,0.21,0.21,2.49,0.21,0.21,1.14294843927,0.065,0.058,5.4060425,4.8e-06,4.8e-06,0.0673,0.0023,0.0023,8.49,0.13,0.28,1.6674800855515324,0.29,0.29,,,,0.0017103826092076562,0.00022468719605884998,0.00022468719605884998
204,HATS-69 b,HATS-69,HATS-69,1.0,14.074,0.016190320976351244,0.022917061438155834,0.011731175748586575,8.0,1.8,1.3,0.0020734531229145313,0.0029067214268883,0.0014827294500314,0.519,,,1.0,0.892,0.011,0.016,5137.0,16.0,16.0,0.8785,0.0077,0.0077,0.377,0.034,0.034,0.577,,,0.577,,,0.94495737105,0.022,0.022,2.2252577,1.9e-06,1.9e-06,0.03211,0.00014,0.00019,7.859,0.099,0.099,0.6837233118692205,0.25,0.25,,,,0.0006176176292897221,,
205,HATS-60 b,HATS-60,HATS-60,1.0,12.662,0.14001120055152916,0.12110182996862379,0.07035308478528575,7.55,0.7,0.3,0.01860973705552371,0.0173165519280436,0.0090049978496467,0.191,,,1.0,1.097,0.01,0.016,5688.0,20.0,20.0,1.46,0.024,0.024,0.335,0.028,0.028,0.662,0.055,0.055,0.662,0.055,0.055,1.15294798817,0.053,0.053,3.560829,3.2e-05,3.2e-05,0.04708,0.00015,0.00023,6.93,0.11,0.11,0.4318869361337087,0.1,0.07,,,,0.0005761825311604489,4.815743352606354e-05,4.860220536168244e-05
206,WASP-35 b,WASP-35,WASP-35,1.0,10.939,0.047544492643821046,0.059810373892099575,0.027349914507928078,5.0,1.2,1.2,0.009916401359845674,0.0132702650770787,0.0055162696708434,0.028,,,1.0,1.05,0.19,0.19,5990.0,80.0,80.0,1.08,0.06,0.06,-0.15,,,0.701,0.019,0.019,0.701,0.019,0.019,1.299941357,0.07,0.07,3.16158,2e-06,2e-06,0.04286043858024,0.0026033004999329,0.0026033004999329,8.53,0.21,0.21,0.3190714610832953,,,,,,0.0006374372578259123,0.0001166325526572606,0.0001166325526572606
207,HAT-P-35 b,HAT-P-35,HAT-P-35,1.0,12.389,0.12859882183088822,0.13535252894072797,0.0674189932716204,3.5,0.8,0.5,0.037637093886492105,0.0458418816967875,0.0207967161076721,0.02,,,1.0,1.236,0.048,0.048,6096.0,88.0,88.0,1.435,0.084,0.084,0.11,0.08,0.08,1.056,0.033,0.033,1.056,0.033,0.033,1.33193991348,0.098,0.098,3.646706,2.1e-05,2.1e-05,0.04978,0.00064,0.00066,,,,0.4468391774616917,0.14,0.11,,,,0.0008157445344807599,4.066235681482447e-05,4.066235681482447e-05
208,HAT-P-1 b,HAT-P-1,HAT-P-1,1.0,9.827,0.15471504971971214,0.12082463930337653,0.07346622252340643,1.9,0.6,0.6,0.08377124639865119,0.0893063273721405,0.0455287966851523,0.011,,,1.0,1.15,0.02,0.02,5975.0,50.0,50.0,1.174,0.026,0.027,0.13,0.008,0.008,0.525,0.026,0.026,0.525,0.026,0.026,1.3189404999099998,0.019,0.019,4.46529976,5.5e-07,5.5e-07,0.05561,0.00082,0.00083,10.19,0.27,0.28,0.2287836143610079,0.01,0.009,3.7,2.1,2.1,0.00043588325792536653,2.2878951991880472e-05,2.2878951991880472e-05
209,TOI-2537 b,TOI-2537,TOI-2537,2.0,13.236,632122.0806261078,606449.2488146902,324451.9535409891,1.1,0.6,0.6,613555.3931291242,947216.1758231514,360888.75566905946,0.364,0.039,0.039,0.0,0.771,0.049,0.049,4870.0,150.0,150.0,0.771,0.039,0.04,0.08,0.079,0.08,1.307,0.091,0.088,1.307,0.091,0.088,1.0039529806702,0.059,0.061,94.1022,0.0011,0.0011,0.3715,0.0077,0.008,,,,1.291440640510923,0.35,0.26,,,,0.0016185642167246546,0.0001525812749445639,0.0001498582954709611
210,TOI-2589 b,TOI-2589,TOI-2589,1.0,11.415,221034.29711234802,186331.7207147011,107352.58195635439,11.0,2.0,2.0,20562.03135821189,19171.44808974809,10232.56308442188,0.522,0.006,0.006,0.0,0.93,0.03,0.02,5579.0,70.0,70.0,1.07,0.01,0.01,0.12,0.04,0.04,3.5,0.1,0.1,3.5,0.1,0.1,1.0799494220636,0.03,0.03,61.6277,0.0002,0.0002,0.3,0.006,0.005,61.2,0.9,0.9,2.7784128435705937,,,,,,0.0035933028431123395,0.00015484213885436288,0.00012849802406875806
211,TOI-1294 b,TOI-1294,TOI-1294,2.0,11.314,0.22001900767287513,0.1875841855588984,0.10633510442902945,6.2,1.4,1.4,0.036743735548427636,0.0354158996336755,0.0186406333632145,0.0,,,0.0,1.1578,0.0638,0.0508,5718.0,58.0,78.0,1.5566,0.0297,0.0266,0.283,0.06,0.059,0.20105188,0.01478785,0.01415858,0.20105188,0.01478785,0.01415858,0.9031351708401,0.02109359,0.01970773,3.915292,1.5e-05,1.5e-05,0.051,0.001,0.001,,,,0.2728907733497387,0.06,0.08,,,,0.0001657995389225589,1.5237747658262846e-05,1.375682896535427e-05
212,K2-261 b,K2-261,K2-261,1.0,10.612,54.406007488915805,46.56295657925003,27.466415935468635,8.8,0.4,0.3,6.192105343804027,5.68961105708911,3.078277022760659,0.274,0.065,0.061,0.0,1.105,0.019,0.019,5537.0,71.0,71.0,1.663,0.071,0.068,0.372,0.069,0.072,0.217,0.025,0.029,0.217,0.025,0.029,0.8269612702383999,0.033,0.03,11.6334681,4.4e-06,4.4e-06,0.1086,0.0012,0.0012,14.0,2.0,2.0,0.3836570695039318,0.082,0.079,32.0,48.0,33.0,0.00018750211939715612,2.1840892119447205e-05,2.526444124399814e-05
213,HAT-P-17 b,HAT-P-17,HAT-P-17,2.0,10.375,20.15375105588273,21.294848552062746,10.813179943875566,7.8,0.3,0.3,2.5916160501964463,2.789833183435098,1.3545968640960384,0.3417,0.0036,0.0036,0.0,0.86,0.04,0.04,5246.0,80.0,80.0,0.87,0.04,0.04,0.0,,,0.537,0.017,0.017,0.537,0.017,0.017,1.0499526345,0.04,0.04,10.33852,9e-06,9e-06,0.0919626344006399,0.005006820248106,0.005006820248106,22.63,0.67,0.67,0.4638807904114026,,,19.0,14.0,16.0,0.0005961898248766558,3.3543399136643774e-05,3.3543399136643774e-05
214,WASP-148 b,WASP-148,WASP-148,2.0,12.036,22.482367706080396,19.514831273521246,10.935290050290005,3.6,4.0,2.7,5.294267844301063,11.069431890875688,3.0640145170877404,0.208,0.02,0.025,0.0,0.97,0.05,0.06,5437.0,21.0,21.0,0.912,0.014,0.014,0.099,0.078,0.078,0.287,0.022,0.016,0.287,0.022,0.016,0.7559645952660999,0.013,0.017,8.803809,4.3e-05,4.3e-05,0.08215,0.00086,0.0015,19.8,1.5,1.5,0.6642269771801419,0.087,0.069,8.2,9.7,8.7,0.00028250028331520315,2.609579075363044e-05,2.352413173951382e-05
215,TOI-2010 b,TOI-2010,TOI-2010,1.0,9.849,3709676.4115694966,3187060.499161971,1836094.975542674,1.9,2.2,1.3,1614715.5274527823,3415152.6781298686,999446.752022089,0.212,0.022,0.021,0.0,1.112,0.048,0.055,5929.0,74.0,74.0,1.079,0.027,0.026,0.168,0.055,0.055,1.286,0.055,0.057,1.286,0.055,0.057,1.0539506395286,0.027,0.027,141.834025,6.5e-05,6.6e-05,0.5516,0.0078,0.0093,109.8,2.5,2.6,1.0982953274526694,0.11,0.1,,,,0.001104192788876027,6.709625307464095e-05,7.333457568973612e-05
